RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,DateOfBirth,OpenAccountDate,CurrentAccountNumber,CreditCardAccountNumber,Balance,BalanceDate,EstimatedSalary
4432,15783629,Degtyaryov,616,Germany,Female,1/10/1980,1/4/2016,300000015783629,CRE00000015783629T11111,117899.95,1/1/2023,150266.81
4433,15751193,Nnaemeka,621,Spain,Male,1/22/1989,1/7/2018,300000015751193,CRE00000015751193T11111,0,1/1/2023,40299.23
4434,15724099,Udinese,674,France,Male,1/22/1996,1/10/2016,300000015724099,CRE00000015724099T11111,166257.96,1/1/2023,149369.41
4435,15568429,Mitchell,633,Spain,Female,1/23/1976,1/21/2019,300000015568429,CRE00000015568429T11111,0,1/1/2023,120250.58
4436,15648967,Ch'en,698,Germany,Female,1/17/1958,1/20/2021,300000015648967,CRE00000015648967T11111,169362.43,1/1/2023,84760.32
4437,15664498,Golovanov,508,France,Male,1/2/1996,1/18/2015,300000015664498,CRE00000015664498T11111,205962,1/1/2023,156424.4
4438,15779522,Efimov,736,France,Female,1/21/1998,1/3/2022,300000015779522,CRE00000015779522T11111,0,1/1/2023,109355.73
4439,15583850,Davidson,672,Germany,Male,1/8/1954,1/17/2022,300000015583850,CRE00000015583850T11111,126061.51,1/1/2023,184936.77
4440,15696539,Wade,613,France,Female,1/14/2001,1/10/2015,300000015696539,CRE00000015696539T11111,105627.95,1/1/2023,36560.51
4441,15760121,Maynard,712,France,Male,1/14/1990,1/18/2013,300000015760121,CRE00000015760121T11111,100606.02,1/1/2023,165693.06
4442,15628279,Murphy,624,France,Female,1/2/1984,1/2/2019,300000015628279,CRE00000015628279T11111,0,1/1/2023,163666.85
4443,15766163,Zotova,676,France,Male,1/5/1984,1/27/2021,300000015766163,CRE00000015766163T11111,0,1/1/2023,35644.79
4444,15566467,Hannah,683,Germany,Female,1/14/1990,1/10/2022,300000015566467,CRE00000015566467T11111,138171.1,1/1/2023,188203.58
4445,15639049,Cartagena,489,France,Female,1/17/1991,1/23/2015,300000015639049,CRE00000015639049T11111,139395.08,1/1/2023,6120.84
4446,15736413,Hall,739,France,Male,1/19/1993,1/5/2021,300000015736413,CRE00000015736413T11111,0,1/1/2023,164484.78
4447,15634815,Hunt,701,France,Female,1/11/1985,1/21/2019,300000015634815,CRE00000015634815T11111,0,1/1/2023,164268.28
4448,15716381,Greece,666,Germany,Female,1/8/1972,1/8/2015,300000015716381,CRE00000015716381T11111,109062.28,1/1/2023,140136.1
4449,15708162,Thomson,565,Germany,Female,1/1/1982,1/5/2021,300000015708162,CRE00000015708162T11111,89994.71,1/1/2023,121084.27
4450,15569364,Victor,666,France,Male,1/13/1986,1/7/2019,300000015569364,CRE00000015569364T11111,0,1/1/2023,35156.54
4451,15791191,Mitchell,633,France,Male,1/9/1963,1/23/2020,300000015791191,CRE00000015791191T11111,103996.74,1/1/2023,103159.11
4452,15621205,Olisaemeka,578,France,Male,1/13/1988,1/6/2018,300000015621205,CRE00000015621205T11111,175111.11,1/1/2023,74858.3
4453,15704788,Krawczyk,812,Spain,Female,1/7/1973,1/19/2014,300000015704788,CRE00000015704788T11111,66079.45,1/1/2023,91556.57
4454,15775756,Alexandrova,809,Germany,Male,1/4/1989,1/4/2014,300000015775756,CRE00000015775756T11111,148055.74,1/1/2023,199203.21
4455,15641312,Paterson,615,France,Male,1/9/1986,1/8/2016,300000015641312,CRE00000015641312T11111,0,1/1/2023,27011.8
4456,15782531,Chou,684,Spain,Female,1/8/1991,1/9/2014,300000015782531,CRE00000015782531T11111,0,1/1/2023,188637.05
4457,15724428,Abel,544,France,Male,1/5/1982,1/2/2014,300000015724428,CRE00000015724428T11111,0,1/1/2023,61581.2
4458,15743617,Chesnokova,713,Germany,Male,1/23/1975,1/18/2021,300000015743617,CRE00000015743617T11111,95994.98,1/1/2023,197529.23
4459,15585839,Niu,633,France,Male,1/24/1985,1/26/2020,300000015585839,CRE00000015585839T11111,0,1/1/2023,182258.17
4460,15658158,Sullivan,672,Germany,Female,1/12/1999,1/8/2012,300000015658158,CRE00000015658158T11111,110741.56,1/1/2023,80778.5
4461,15637678,Ma,661,France,Male,1/3/1987,1/23/2017,300000015637678,CRE00000015637678T11111,0,1/1/2023,155394.52
4462,15701809,Cavill,749,Spain,Female,1/11/1994,1/27/2019,300000015701809,CRE00000015701809T11111,0,1/1/2023,3408.7
4463,15676937,Nicholls,635,Spain,Female,1/7/1990,1/4/2014,300000015676937,CRE00000015676937T11111,0,1/1/2023,19367.98
4464,15778975,Nnonso,850,Germany,Female,1/22/1952,1/14/2021,300000015778975,CRE00000015778975T11111,96947.58,1/1/2023,62282.99
4465,15710375,Gibson,641,France,Male,1/4/1981,1/13/2016,300000015710375,CRE00000015710375T11111,0,1/1/2023,65396.79
4466,15579914,Garcia,633,Germany,Male,1/22/1992,1/12/2020,300000015579914,CRE00000015579914T11111,109786.82,1/1/2023,139712.81
4467,15595160,Renwick,413,Spain,Male,1/27/1987,1/27/2020,300000015595160,CRE00000015595160T11111,0,1/1/2023,60972.84
4468,15595391,Norris,538,France,Male,1/4/1991,1/10/2021,300000015595391,CRE00000015595391T11111,0,1/1/2023,1375.46
4469,15630363,Nkemakonam,437,France,Female,1/21/1983,1/8/2022,300000015630363,CRE00000015630363T11111,102721.49,1/1/2023,22191.82
4470,15692443,Piccio,612,Spain,Male,1/23/1989,1/8/2017,300000015692443,CRE00000015692443T11111,69478.57,1/1/2023,8973.67
4471,15593795,Linton,516,Germany,Female,1/10/1969,1/25/2021,300000015593795,CRE00000015593795T11111,156674.2,1/1/2023,118502.34
4472,15642824,Onyekaozulu,826,Spain,Female,1/5/1966,1/7/2014,300000015642824,CRE00000015642824T11111,174506.1,1/1/2023,161802.82
4473,15683524,Tobenna,660,Germany,Female,1/17/1999,1/1/2016,300000015683524,CRE00000015683524T11111,166070.48,1/1/2023,90494.72
4474,15713532,Wang,646,Germany,Female,1/3/1993,1/17/2018,300000015713532,CRE00000015713532T11111,105957.44,1/1/2023,15470.91
4475,15719827,O'Donnell,767,France,Male,1/10/1986,1/3/2019,300000015719827,CRE00000015719827T11111,0,1/1/2023,65147.27
4476,15578435,Langlands,640,France,Male,1/7/1982,1/24/2014,300000015578435,CRE00000015578435T11111,110340.68,1/1/2023,157886.6
4477,15723028,Smith,778,France,Male,1/18/1989,1/6/2021,300000015723028,CRE00000015723028T11111,0,1/1/2023,85439.73
4478,15595609,Sykes,679,Germany,Male,1/19/1970,1/19/2013,300000015595609,CRE00000015595609T11111,135870.01,1/1/2023,54038.62
4479,15622443,Marshall,549,France,Male,1/8/1991,1/27/2018,300000015622443,CRE00000015622443T11111,0,1/1/2023,25684.85
4480,15579112,Gibson,598,France,Male,1/18/1975,1/20/2020,300000015579112,CRE00000015579112T11111,0,1/1/2023,186116.54
4481,15648479,Stephenson,655,France,Female,1/26/1977,1/6/2022,300000015648479,CRE00000015648479T11111,0,1/1/2023,166830.71
4482,15659234,Y?,494,France,Male,1/26/1992,1/11/2019,300000015659234,CRE00000015659234T11111,85704.95,1/1/2023,27886.06
4483,15811970,Kang,653,France,Female,1/3/1980,1/24/2021,300000015811970,CRE00000015811970T11111,0,1/1/2023,5768.32
4484,15774192,Miller,539,Germany,Female,1/17/1984,1/20/2014,300000015774192,CRE00000015774192T11111,105435.74,1/1/2023,80575.44
4485,15595136,Kryukov,645,France,Female,1/11/1985,1/3/2021,300000015595136,CRE00000015595136T11111,0,1/1/2023,68987.55
4486,15630580,Y?,751,Germany,Male,1/5/1988,1/15/2013,300000015630580,CRE00000015630580T11111,108513.25,1/1/2023,27097.82
4487,15660646,Fanucci,528,France,Male,1/6/1987,1/27/2019,300000015660646,CRE00000015660646T11111,156687.1,1/1/2023,199320.77
4488,15614365,Lombardi,696,Germany,Male,1/21/1991,1/3/2019,300000015614365,CRE00000015614365T11111,150604.52,1/1/2023,5566.6
4489,15776128,Hs?,716,France,Female,1/2/1978,1/24/2016,300000015776128,CRE00000015776128T11111,155114.9,1/1/2023,133871.83
4490,15787035,Anderson,602,France,Female,1/12/1987,1/15/2014,300000015787035,CRE00000015787035T11111,0,1/1/2023,152843.53
4491,15792646,Trentino,647,Spain,Female,1/6/1958,1/3/2021,300000015792646,CRE00000015792646T11111,91216,1/1/2023,41800.18
4492,15726832,Donnelly,850,Germany,Male,1/1/1961,1/11/2019,300000015726832,CRE00000015726832T11111,141784.02,1/1/2023,92053.75
4493,15773260,Tsou,590,France,Female,1/13/1990,1/27/2022,300000015773260,CRE00000015773260T11111,127763.24,1/1/2023,100717.54
4494,15624437,Johnson,825,Spain,Female,1/6/1990,1/22/2021,300000015624437,CRE00000015624437T11111,0,1/1/2023,42935.15
4495,15717138,Watson,850,Spain,Male,1/3/1991,1/10/2016,300000015717138,CRE00000015717138T11111,82613.56,1/1/2023,149170.92
4496,15657317,Allan,789,France,Female,1/23/1990,1/3/2015,300000015657317,CRE00000015657317T11111,69423.52,1/1/2023,107499.39
4497,15626948,Butcher,701,France,Female,1/2/1980,1/5/2016,300000015626948,CRE00000015626948T11111,86167.82,1/1/2023,153342.38
4498,15758901,Henderson,713,Spain,Female,1/15/1975,1/27/2021,300000015758901,CRE00000015758901T11111,0,1/1/2023,107825.08
4499,15777759,Boucaut,570,France,Male,1/5/1992,1/19/2020,300000015777759,CRE00000015777759T11111,131406.56,1/1/2023,47952.45
4500,15773322,Obiajulu,536,Germany,Female,1/6/1978,1/25/2018,300000015773322,CRE00000015773322T11111,121898.82,1/1/2023,131007.18
4501,15697318,Ifeatu,771,Germany,Male,1/18/1990,1/11/2013,300000015697318,CRE00000015697318T11111,77487.2,1/1/2023,33143.04
4502,15678916,Kelly,512,France,Female,1/6/1947,1/15/2020,300000015678916,CRE00000015678916T11111,0,1/1/2023,123304.62
4503,15632118,Pirozzi,698,Spain,Male,1/1/1977,1/14/2017,300000015632118,CRE00000015632118T11111,164450.94,1/1/2023,141970.02
4504,15788118,Siciliano,656,France,Male,1/1/1989,1/20/2015,300000015788118,CRE00000015788118T11111,138705.02,1/1/2023,37136.15
4505,15788930,Silva,761,Spain,Male,1/12/1985,1/17/2015,300000015788930,CRE00000015788930T11111,132730.17,1/1/2023,199293.01
4506,15628583,Iweobiegbunam,709,France,Female,1/15/1992,1/5/2017,300000015628583,CRE00000015628583T11111,0,1/1/2023,161388.22
4507,15635177,Williamson,597,Spain,Female,1/23/1956,1/7/2019,300000015635177,CRE00000015635177T11111,0,1/1/2023,70532.53
4508,15587690,Madueke,592,France,Male,1/14/1994,1/23/2020,300000015587690,CRE00000015587690T11111,116498.22,1/1/2023,144290.25
4509,15627630,Chiagoziem,599,France,Female,1/1/1981,1/18/2021,300000015627630,CRE00000015627630T11111,0,1/1/2023,96069.82
4510,15610930,Kwemto,572,Germany,Female,1/14/1987,1/17/2021,300000015610930,CRE00000015610930T11111,139979.07,1/1/2023,185662.84
4511,15657747,Zito,611,Germany,Female,1/11/1979,1/10/2013,300000015657747,CRE00000015657747T11111,127216.31,1/1/2023,17913.25
4512,15568006,Ukaegbunam,634,France,Female,1/24/1977,1/16/2020,300000015568006,CRE00000015568006T11111,0,1/1/2023,101039.53
4513,15751748,Trevisani,666,France,Male,1/7/1971,1/21/2020,300000015751748,CRE00000015751748T11111,148222.65,1/1/2023,156953.54
4514,15722212,Edmondstone,696,France,Female,1/16/1981,1/13/2014,300000015722212,CRE00000015722212T11111,0,1/1/2023,28276.83
4515,15658670,Chien,669,France,Female,1/10/1984,1/6/2014,300000015658670,CRE00000015658670T11111,0,1/1/2023,84049.16
4516,15761654,Boni,726,Spain,Male,1/2/1992,1/6/2014,300000015761654,CRE00000015761654T11111,134152.29,1/1/2023,147822.44
4517,15812210,Yashina,497,Germany,Female,1/1/1990,1/2/2014,300000015812210,CRE00000015812210T11111,111537.23,1/1/2023,9497.99
4518,15787051,Georg,750,Spain,Female,1/6/1983,1/13/2015,300000015787051,CRE00000015787051T11111,119565.92,1/1/2023,87067.73
4519,15642991,Tung,850,Spain,Female,1/24/1993,1/18/2015,300000015642991,CRE00000015642991T11111,0,1/1/2023,23237.25
4520,15713769,Michelides,617,Spain,Male,1/1/1984,1/2/2015,300000015713769,CRE00000015713769T11111,0,1/1/2023,27239.28
4521,15605826,Korovina,652,Germany,Male,1/11/1976,1/8/2012,300000015605826,CRE00000015605826T11111,121063.8,1/1/2023,151481.86
4522,15648898,Chuang,560,Spain,Female,1/9/1995,1/21/2015,300000015648898,CRE00000015648898T11111,124995.98,1/1/2023,114669.79
4523,15705309,Yuriev,629,Spain,Male,1/1/1983,1/21/2017,300000015705309,CRE00000015705309T11111,0,1/1/2023,116748.14
4524,15734202,Chidimma,660,Germany,Female,1/3/1970,1/22/2018,300000015734202,CRE00000015734202T11111,86891.84,1/1/2023,90877.76
4525,15658852,Stevens,676,France,Male,1/22/1984,1/4/2014,300000015658852,CRE00000015658852T11111,0,1/1/2023,133692.88
4526,15612633,Kao,581,Spain,Male,1/20/1979,1/1/2013,300000015612633,CRE00000015612633T11111,78022.61,1/1/2023,30662.91
4527,15604818,Edmund la Touche,798,France,Male,1/17/1988,1/13/2013,300000015604818,CRE00000015604818T11111,154495.79,1/1/2023,191395.88
4528,15593900,Belousov,705,France,Male,1/4/1984,1/11/2021,300000015593900,CRE00000015593900T11111,189443.72,1/1/2023,106648.58
4529,15624995,McCane,714,Spain,Female,1/21/1991,1/23/2016,300000015624995,CRE00000015624995T11111,152926.6,1/1/2023,50899.91
4530,15570087,Parry-Okeden,664,France,Female,1/15/1978,1/18/2014,300000015570087,CRE00000015570087T11111,142989.69,1/1/2023,115452.51
4531,15802617,Hudson,697,Germany,Male,1/9/1979,1/23/2015,300000015802617,CRE00000015802617T11111,115371.94,1/1/2023,64139.1
4532,15656029,Marsden,609,France,Male,1/7/1985,1/25/2016,300000015656029,CRE00000015656029T11111,0,1/1/2023,22030.72
4533,15739194,Manfrin,548,Spain,Male,1/7/1984,1/23/2022,300000015739194,CRE00000015739194T11111,178056.54,1/1/2023,38434.73
4534,15607275,Ch'ang,850,Spain,Male,1/8/1983,1/11/2016,300000015607275,CRE00000015607275T11111,206014.94,1/1/2023,42774.84
4535,15629475,Clark,656,France,Male,1/3/1981,1/19/2020,300000015629475,CRE00000015629475T11111,0,1/1/2023,158973.77
4536,15635034,Aldrich,727,Germany,Male,1/20/1985,1/12/2013,300000015635034,CRE00000015635034T11111,101191.83,1/1/2023,34551.35
4537,15756333,Khan,642,France,Female,1/10/1967,1/23/2015,300000015756333,CRE00000015756333T11111,0,1/1/2023,101515.76
4538,15777436,Murray,710,Spain,Female,1/24/1991,1/6/2017,300000015777436,CRE00000015777436T11111,0,1/1/2023,9561.73
4539,15676835,Anayolisa,710,Spain,Male,1/17/1989,1/22/2021,300000015676835,CRE00000015676835T11111,0,1/1/2023,168313.17
4540,15574206,Shillito,718,France,Female,1/3/1985,1/15/2015,300000015574206,CRE00000015574206T11111,0,1/1/2023,55100.09
4541,15613017,McMillan,586,Germany,Male,1/10/1990,1/8/2021,300000015613017,CRE00000015613017T11111,149814.54,1/1/2023,31830.06
4542,15815131,Howells,617,Spain,Female,1/24/1986,1/3/2015,300000015815131,CRE00000015815131T11111,115617.24,1/1/2023,71519.4
4543,15585455,Stewart,630,France,Male,1/24/1994,1/10/2013,300000015585455,CRE00000015585455T11111,0,1/1/2023,32599.35
4544,15692929,Ikechukwu,791,Germany,Female,1/9/1980,1/15/2012,300000015692929,CRE00000015692929T11111,113657.41,1/1/2023,139946.68
4545,15758081,Repina,673,Spain,Male,1/17/1983,1/17/2014,300000015758081,CRE00000015758081T11111,138160,1/1/2023,110468.51
4546,15667476,Cox,477,Germany,Female,1/1/1986,1/15/2019,300000015667476,CRE00000015667476T11111,117700.86,1/1/2023,74042
4547,15738248,Lo,662,France,Female,1/23/1985,1/10/2017,300000015738248,CRE00000015738248T11111,0,1/1/2023,151871.84
4548,15672152,Grant,850,Germany,Male,1/25/1985,1/1/2013,300000015672152,CRE00000015672152T11111,122506.38,1/1/2023,199693.84
4549,15673372,Stevenson,635,France,Female,1/25/1964,1/14/2021,300000015673372,CRE00000015673372T11111,0,1/1/2023,58907.08
4550,15587611,Kauffmann,537,France,Male,1/1/1963,1/22/2013,300000015587611,CRE00000015587611T11111,0,1/1/2023,103799.77
4551,15803415,Samsonova,579,France,Female,1/7/1983,1/24/2019,300000015803415,CRE00000015803415T11111,166501.17,1/1/2023,93835.64
4552,15715673,Niu,651,Spain,Female,1/2/1976,1/4/2018,300000015715673,CRE00000015715673T11111,89743.05,1/1/2023,156425.57
4553,15655648,Bock,610,France,Female,1/27/1997,1/13/2020,300000015655648,CRE00000015655648T11111,0,1/1/2023,123723.83
4554,15763613,Barlow,581,France,Male,1/15/1992,1/21/2021,300000015763613,CRE00000015763613T11111,0,1/1/2023,199464.08
4555,15660385,Stevenson,592,France,Male,1/2/1983,1/15/2015,300000015660385,CRE00000015660385T11111,0,1/1/2023,83084.33
4556,15733261,Kung,688,Spain,Female,1/14/1987,1/25/2016,300000015733261,CRE00000015733261T11111,0,1/1/2023,25488.43
4557,15796231,Nwankwo,681,France,Female,1/1/2004,1/9/2021,300000015796231,CRE00000015796231T11111,98894.39,1/1/2023,9596.4
4558,15624866,Brewer,658,Germany,Male,1/22/1985,1/27/2019,300000015624866,CRE00000015624866T11111,168735.74,1/1/2023,70370.24
4559,15623730,Ch'iu,792,France,Male,1/12/1988,1/9/2021,300000015623730,CRE00000015623730T11111,0,1/1/2023,86330.32
4560,15668248,Quinn,528,Germany,Female,1/20/1960,1/9/2015,300000015668248,CRE00000015668248T11111,133201.17,1/1/2023,168507.68
4561,15694518,Kodilinyechukwu,624,Spain,Female,1/14/1986,1/14/2022,300000015694518,CRE00000015694518T11111,0,1/1/2023,111605.9
4562,15638028,Ifeanyichukwu,562,Germany,Male,1/2/1991,1/8/2018,300000015638028,CRE00000015638028T11111,127237.25,1/1/2023,143317.42
4563,15795895,Yermakova,678,Germany,Male,1/10/1986,1/19/2021,300000015795895,CRE00000015795895T11111,117864.85,1/1/2023,27619.06
4564,15694376,Sullivan,705,Germany,Female,1/1/1958,1/22/2019,300000015694376,CRE00000015694376T11111,153469.26,1/1/2023,146573.66
4565,15669204,Grant,650,Germany,Male,1/21/1999,1/12/2018,300000015669204,CRE00000015669204T11111,93911.3,1/1/2023,69055.45
4566,15773779,Jacka,593,Spain,Female,1/23/1976,1/3/2020,300000015773779,CRE00000015773779T11111,76597.79,1/1/2023,54453.72
4567,15580682,Tsai,652,France,Female,1/13/1982,1/26/2018,300000015580682,CRE00000015580682T11111,79927.36,1/1/2023,33524.6
4568,15768530,Emery,554,Spain,Female,1/13/1995,1/15/2018,300000015768530,CRE00000015768530T11111,0,1/1/2023,135083.73
4569,15672875,Piccio,584,Germany,Male,1/27/1990,1/7/2014,300000015672875,CRE00000015672875T11111,40172.91,1/1/2023,137439.34
4570,15617082,Sanders,516,France,Male,1/17/1989,1/5/2015,300000015617082,CRE00000015617082T11111,115195.58,1/1/2023,11205.5
4571,15760514,Sharp,789,Germany,Female,1/22/1979,1/6/2013,300000015760514,CRE00000015760514T11111,116644.29,1/1/2023,60176.1
4572,15761775,Myers,598,Germany,Male,1/11/2002,1/22/2014,300000015761775,CRE00000015761775T11111,180293.84,1/1/2023,29552.7
4573,15799964,Campbell,669,Germany,Female,1/22/1992,1/10/2015,300000015799964,CRE00000015799964T11111,139872.81,1/1/2023,188795.85
4574,15693906,Abbott,645,France,Female,1/23/1998,1/9/2019,300000015693906,CRE00000015693906T11111,34547.82,1/1/2023,11638.17
4575,15739514,Preston,659,France,Female,1/24/1990,1/5/2013,300000015739514,CRE00000015739514T11111,0,1/1/2023,93155.75
4576,15756926,Atherton,833,Germany,Male,1/3/1993,1/16/2021,300000015756926,CRE00000015756926T11111,96462.25,1/1/2023,48986.18
4577,15770984,Fanucci,697,Spain,Female,1/21/1982,1/16/2015,300000015770984,CRE00000015770984T11111,130334.35,1/1/2023,116951.1
4578,15703979,Evans,580,Germany,Male,1/11/1983,1/6/2019,300000015703979,CRE00000015703979T11111,119688.81,1/1/2023,137041.26
4579,15801821,Cookson,691,France,Male,1/1/1984,1/2/2021,300000015801821,CRE00000015801821T11111,0,1/1/2023,44653.5
4580,15711028,Nnachetam,534,France,Male,1/3/1970,1/13/2021,300000015711028,CRE00000015711028T11111,0,1/1/2023,104035.41
4581,15791842,Johnstone,478,France,Female,1/2/1990,1/7/2016,300000015791842,CRE00000015791842T11111,71187.24,1/1/2023,110593.62
4582,15746127,Hort,572,France,Female,1/17/1975,1/25/2020,300000015746127,CRE00000015746127T11111,0,1/1/2023,36099.7
4583,15663625,Johnson,501,France,Male,1/14/1985,1/24/2018,300000015663625,CRE00000015663625T11111,0,1/1/2023,12470.3
4584,15604891,Zaytseva,624,Spain,Female,1/17/1984,1/20/2014,300000015604891,CRE00000015604891T11111,0,1/1/2023,95403.41
4585,15589666,Sorokina,595,France,Female,1/12/1983,1/19/2013,300000015589666,CRE00000015589666T11111,136422.41,1/1/2023,151757.81
4586,15627881,Diehl,603,France,Male,1/16/1992,1/3/2014,300000015627881,CRE00000015627881T11111,0,1/1/2023,47536.46
4587,15664895,Onuchukwu,602,France,Female,1/25/1997,1/17/2022,300000015664895,CRE00000015664895T11111,0,1/1/2023,101274.17
4588,15676094,Osonduagwuike,500,France,Female,1/5/1988,1/7/2016,300000015676094,CRE00000015676094T11111,0,1/1/2023,140268.45
4589,15761720,Mead,422,France,Male,1/20/1981,1/27/2016,300000015761720,CRE00000015761720T11111,153238.88,1/1/2023,11663.09
4590,15611961,Stewart,615,France,Male,1/12/1987,1/15/2015,300000015611961,CRE00000015611961T11111,0,1/1/2023,150784.29
4591,15680167,Thomson,635,France,Female,1/19/1944,1/15/2016,300000015680167,CRE00000015680167T11111,47536.4,1/1/2023,119400.08
4592,15762543,Goliwe,711,France,Female,1/14/1990,1/26/2021,300000015762543,CRE00000015762543T11111,0,1/1/2023,126188.42
4593,15658475,Lori,834,France,Male,1/26/1986,1/11/2014,300000015658475,CRE00000015658475T11111,142882.49,1/1/2023,89983.02
4594,15779743,Onwuamaeze,633,France,Female,1/14/1978,1/7/2015,300000015779743,CRE00000015779743T11111,0,1/1/2023,29761.29
